Unnamed: 0,question,type,keywords
9327,남들의 평가에 좌우되지 않고 나 나름의 인생을 살아가는 편이다.,다요인검사,"내용, 관계, 사람, 등산, 기억전략, 적절한, 어떻게, 생각하는, 통해, 상징"
9328,계획에 따라 일을 잘 한다. ,진로발달검사,"운동, 오감, 가려고, 중요하게, 시뮬레이션, 도움, 자료, 도식, 숫자, 협동적"
9329,나는 논리와 추리를 요구하는 퍼즐이 재미있다.,다중지능검사,"좋아하고, 혹은, 때문, 동기유발, 식물, 시를, 겪을, 캠핑, 말로, 중간"
9330,나는 다른 사람의 기분이나 감정을 잘 파악하고 대처한다.,다중지능검사,"탐색하는, 스피드, 조용한, 개인사를, 거부감, 공부, 다른, 공부하기, 있으며, 기하학적"
9331,나는 내 생각이나 감정을 상황에 맞게 잘 다스린다.,다중지능검사,"상호관계, 가려고, 체험학습, 글쓰기, 사용하기, 전신운동기능, 말하기, 맞게, 요가, 국내여행"
9332,나는 캠핑이나 등산과 같은 자연과 어울리는 활동을 즐긴다.,다중지능검사,"중간, 사진, 코딩, 가능성, 사고, 없으나, 정서지능, 자동차, 자기주장, 나타나는"
9333,나는 성적을 잘 받는 것보다 내용을 잘 알게 되는 것이 더 중요하다고 생각한다.,자기조절학습검사,"좋아합니다, 제시하는, 약점, 스트레스, 릴레이, 제시하는, 이해하기, 릴레이, 평균, 뷰티"
9334,나는 다양한 악기의 소리를 잘 구분해낸다.,다중지능검사,"기억전략, 언어, 상태, 이해전략, 듣지만, 살펴볼, 수집, 범주, 구조, 반응할"
9335,암기하기보다 이해하기 위해 더 노력한다.,자기조절학습검사,"노래하기, 이해전략, 있으며, 자기존중감, 도형, 체험학습, 필요, 도움, 축구, 그림"
9336,나는 미술활동을 좋아한다.,다중지능검사,"스피드, 불편, 영화, 경험하기를, 식물, 게임, 관심, 안온하게, 헬스, 흐름"
9337,거칠고 반항적인 사람보다 예의바른 사람들과 어울리고 싶다.,다요인검사,"힘들어합니다, 겪을, 축구, 사진, 기민성;, 통해, 도움, 인내심, 있음에도, 안정상"
9338,떠들썩한 파티보다는 집에서 조용히 취미생활이나 하겠다.,다요인검사,"타고, 자기주장, 사람, 끝내지, 건강, 만지거나, 어려움, 듣지만, 건강, 사진"
9339,나는 어려운 공부라도 잘 해낼 자신이 있다.,자기조절학습검사,"해냅니다, 학습, 가던, 동작, 진로, 있을, 현장학습, 해냅니다, 릴레이, 스트레스"
9340,"나는 공부하다가 모르는 내용이 있으면 자습서, 사전, 인터넷 등을 찾아본다.",자기조절학습검사,"어려울, 자동차, 상상력, 사용하기, 표현할, 겪을, 힘들어합니다, 많고, 게임, 언어"
9341,"의상디자이너 : 성별, 연령별, 기능별로 각종 의상을 디자인하는 사람 ",진로발달검사,"인테리어, 긴장유지, 친구들, 관찰, 판단하는, 경험들, 연극, 곡선, 타고, 현실적"
9342,영어를 한국어로 번역하는 일을 한다. ,진로발달검사,"기민성, 등산, 노래하기, 상태, 끝내지, 스터디, 세계, 해결할, 정서지능, 사용하기"
9343,나는 결과보다 노력하는 과정이 중요하다고 생각한다.,자기조절학습검사,"방법, 만화, 공부하기, 평균, 오감, 불안정하여, 긍정적, 중재학습, 얼굴표정, 범주"
9344,나는 다른 사람들로부터 운동을 잘 한다는 말을 자주 듣는다.,다중지능검사,"친구들, 분류, 숫자, 살펴볼, 거부감, 스포츠, 해석, 방법, 디지털, 리더십"
9345,쉽게 초조해 하거나 안달하는 편이다.,다요인검사,"어울릴, 불편, 성실하게, 논리, 학습법, 현장학습, 어려울, 인테리어, 자동차, 가능성"
9346,나는 어떤 물건을 새롭게 꾸며서 창조하는 것을 좋아한다.,다중지능검사,"적극적, 활동, 보거나, 경우일, 제스처, 미루지, 진로, 헬스, 편안한, 편안히"
9347,나는 캠핑이나 등산과 같은 자연과 어울리는 활동을 즐긴다.,다중지능검사,"있을, 릴레이, 밴다이어그램, 세세한, 학습, 생각하는, 정서지능, 먼저, 가능성, 얼굴표정"
9348,중요한 일을 계획할 때 여럿이 모여 의논하는 것은 시간 낭비다.,다요인검사,"시를, 공부하기, 겪을, 헬스, 골프, 적절한, 그룹, 추론, 부끄럼, 어울릴"
9349,남들이 이유없이 나를 무시하거나 피하는 일이 있다.,다요인검사,"관찰, 창의적, 비언어적, 이해전략, 학습하기, 공부하기, 자료, 타고, 소리, 기하학적"
9350,공부하다가 불안하고 초초할 때 마음을 편안하게 하는 나만의 방법이 있다.,자기조절학습검사,"어울릴, 끝내지, 만들어, 디지털, 먼저, 활용하기, 학습법, 중간, 공부하기, 자신"
9351,"나는 인라인 스케이트, 자전거 같은 것을 빨리 배우고 즐겨 탄다.",다중지능검사,"살펴볼, 내고, 그래프, 기민성;, 보거나, 도형, 배낭여행, 과학, 논리적, 사람"
9352,나는 다른 사람의 기분이나 감정을 잘 파악하고 대처한다.,다중지능검사,"편이, 해석, 편안한, 맡기는, 호기심, 반응하는, 시를, 혹은, 다시, 많고"
9353,혼자서 결정하기보다 여러 사람의 의견을 따르는 것이 편하다.,다요인검사,"어울릴, 약점, 현장학습, 자주, 크기, 쇼핑, 비판적이거나, 생각하며, 있고, 사교적"
9354,남들 앞에서 실수한 일이 있어도 쉽게 잊을 수 있다.,다요인검사,"패션, 정서적, 활동, 깊게, 자원활용, 순차적, 야외자연활동, 스포츠, 글쓰기, 댄스"
9355,공부한 만큼 성적이 나오지 않아도 쉽게 좌절하지 않는다.,자기조절학습검사,"상호관계, 동물, 도움, 경험하기를, 자주, 만들어, 좋아합니다, 가려고, 움직여, 반응하는"
9356,도전하고 성취감을 느끼는 것이 좋다.,자기조절학습검사,"믿고, 밴다이어그램, 개인사를, 배낭여행, 관심, 도식, 기분, 숫자, 해결하는, 관습적"
9357,나는 동물이나 식물을 좋아하고 잘 돌본다.,다중지능검사,"독서, 말로, 경험하기를, 힘들어합니다, 단위, 만지거나, 상징, 조성하, 발달된, 글쓰기"
9358,나는 동물을 좋아한다.,다요인검사,"학습법, 인내심, 세세한, 디지털, 증명, 다른, 보거나, 반응할, 칭찬, 사고"
9359,나는 매사에 의욕이 없다.,자기조절학습검사,"서핑, 그래프, 불안정하여, 곡선, 자기존중감, 직접, 기민성, 보다, 그래프, 시각"
9360,나는 중요한 내용에 밑줄을 긋거나 표시하면서 공부한다.,자기조절학습검사,"상황, 조각, 평균, 강점, 철저한, 해주는, 활동, 관습적, 먼저, 주의"
9361,건축설계보다 소설 쓰는 일이 더 재미있을 것 같다.,다요인검사,"다양한, 활용하기, 범주, 순차적, 적절한, 헬스, 연극, 현실적, 긴장유지, 밴다이어그램"
9362,나는 몸을 많이 움직이는 신체활동이나 율동을 좋아한다.,다중지능검사,"스터디, 영화, 내향적, 공부, 예민하고, 적응하고, 해석, 기하학적, 오감, 정서조절"
9363,대인관계에서 예의를 잘 지킨다.,다요인검사,"골프, 표현할, 움직여, 요가, 디지털, 자기계발, 소리, 힘들어합니다, 조각, 기민성"
9364,나는 화가 나면 왜 화가 나는지 곰곰이 생각해 본다.,다중지능검사,"예민하고, 제시하는, 읽기, 구체적, 아닙니다, 도표, 세세한, 내향적, 여행, 적극적"
9365,상대방이 요구하지 않아도 그에게 중요하다고 여겨지는 말을 해준다.,다요인검사,"일반적, 전신운동기능, 자연학습, 추려, 받으면, 도표, 도형, 함께, 과학적, 불편함이"
9366,나는 시험 보는 중에도 나쁜 결과가 나올까 심하게 걱정된다.,자기조절학습검사,"겪고, 말로, 내용, 보다, 인테리어, 캠핑, 캠핑, 중요하게, 꼼꼼하고, 활동"
9367,어지럽게 물건들이 널려 있는 방을 보면 불쾌하다.,다요인검사,"신체언어, 보다, 반응하는, 논리적, 시각, 캠핑, 연산, 논리, 스노보드, 말하기"
9368,성공할 확률이 적어도 위험을 무릅쓰고 일을 밀고 나갈 때가 있다.,다요인검사,"상황, 자기주도적, 적절한, 이해전략, 정서적, 있어, 지각하는, 양보, 단위, 나타나는"
9369,나는 다른 어떤 곳보다 동물원이나 식물원 가기를 좋아한다.,다중지능검사,"활용하기, 자기계발, 불편, 해결할, 공부하기, 좋아하고, 인식, 요가, 시관환경관리, 많고"
9370,나는 누구보다도 자신있게 할 수 있는 일이 많다. ,진로발달검사,"스피드, 제시하는, 살펴볼, 추리, 연산, 자연학습, 제스처, 보거나, 많고, 듣지만"
9371,나는 다양한 악기의 소리를 잘 구분해낸다.,다중지능검사,"긴장유지, 노래, 환경, 기민성;, 아닙니다, 생각하며, 골프, 식물, 바둑, 메타"
9372,나는 선생님이 중요하다고 말씀하시는 것은 노트에 적어 놓는다.,자기조절학습검사,"대한, 구체적, 불안정하여, 리더십, 악기연주하기, 대한, 관찰, 살펴볼, 학습하기, 경험하기를"
9373,이해하기 편하도록 학습 내용을 나름대로 조직해 본다.,자기조절학습검사,"먼저, 그림, 좋아하고, 양보, 어려움, 흐름, 있어, 해외여행, 인내심, 등산"
9374,나는 다른 사람들로부터 그림 그리기나 만들기를 잘한다는 말을 자주 듣는다.,다중지능검사,"타고, 항목, 물리적, 지식, 의견, 대처하지, 동정심, 조용한, 아닙니다, 운동"
9375,다소 어렵더라도 호기심이 생기는 수업이나 과제가 좋다.,자기조절학습검사,"반응하는, 필요, 힘들어합니다, 있을, 필요, 수학, 적응하고, 공감하면서도, 필요, 이해하기"
9376,"나는 한 발로 서기, 평균대 서기와 같은 것을 할 때 균형을 잘 잡는다.",다중지능검사,"요리, 협동적, 코딩, 있고, 스포츠, 사랑, 능력, 만들어, 가설설정, 듣지만"
9377,모임에서 리더로서의 역할을 잘 하는 편이다. ,진로발달검사,"도식, 관계, 바둑, 중요하게, 민감해, 중간, 정서적, 패션, 이론, 수집"
9378,답답함,자기조절학습검사,"유형화, 해주는, 동물, 시각, 요리, 요지, 활용하기, 듣지만, 비언어적, 예민하고"
9379,나는 지금 공부하지 않으면 성적이 얼마나 나빠질지 생각해 본다.,자기조절학습검사,"사교적, 단서, 조용한, 정서, 스노보드, 목표, 자기계발, 동정심, 않는, 적극적"
9380,나는 노래의 멜로디를 잘 기억한다.,다중지능검사,"작은, 스포츠, 환경, 안정상, 순차적, 인내심, 진로, 상상력, 귀납적, 정서"
9381,"선박기관사 : 선박의 엔진, 보일러, 갑판의 기계장치 및 전기장치 등을 조작/정비하는 일을 하는 사람",진로발달검사,"사용하기, 않는, 표현할, 메타, 힘들어합니다, 읽기, 노래, 시를, 정서적, 축구"
9382,어려운 사람을 보살피는 일을 한다. ,진로발달검사,"부끄럼, 친구들, 적응하고, 미루지, 조성하, 동물, 상황, 자주, 악기연주하기, 배낭여행"
9383,나는 어렵더라도 호기심이 생기는 내용이라면 배우고 싶다.,자기조절학습검사,"사용하기, 사랑, 기민성, 활동, 논리, 듣지만, 있으며, 안정적, 항목, 독서"
9384,공부하기 싫어질 때 미래를 생각하며 정신을 차리려고 한다.,자기조절학습검사,"강점, 내용, 먼저, 소리, 자기, 아닙니다, 시를, 분류, 연역적, 상호관계"
9385,나는 악기(피아노나 바이올린 등)를 배우는 것이 재미있다.,다중지능검사,"작곡하는, 있고, 있으며, 사진, 해주는, 어떻게, 공부, 전신운동기능, 통해, 직접"
9386,"나는 공부할 때 방해되거나 필요 없는 것들(게임기, 만화책,휴대폰 등)을 치운다.",자기조절학습검사,"건강, 영화, 쇼핑, 시각, 야외자연활동, 칭찬, 기존, 사용하기, 내용, 오감"
9387,사람들 앞에서 나의 의견을 잘 표현한다. ,진로발달검사,"양보, 그림, 구체적, 생각하며, 골프, 인테리어, 받아들이기, 기하학적, 발달된, 주의"
9388,무슨 일을 하려고 할 때는 항상 주위사람들과 의논한다.,다요인검사,"많은, 맡기는, 노래하기, 불안정하여, 수집, 믿고, 소셜미디어, 기존, 중간, 배낭여행"
9389,나는 진로문제에 있어 부모님의 의견을 더 따른다.  ,진로발달검사,"순차적, 다른, 초인, 쓰기, 스노보드, 댄스, 소리, 만지거나, 풍부해, 안정상"
9390,나는 다른 사람들로부터 다정하고 친절하다는 말을 자주 듣는다.,다중지능검사,"없으나, 탐색하는, 듣기, 풍부해, 운동, 정서, 여기는, 분류, 주의, 크기"
9391,막막함,자기조절학습검사,"동정심, 관계, 성향, 언어, 자동차, 동물, 풍부해, 가설설정, 리더십, 헬스"
9392,나는 마음속에 떠오르는 생각을 그림으로 잘 표현할 수 있다.,다중지능검사,"쓰기, 기존, 연산, 자기존중감, 보거나, 외국어, 일반적, 끝내지, 야외자연활동, 수학"
9393,무슨 일이나 완벽하게 하는 편이다.,다요인검사,"주의, 생각하며, 끝내지, 겪을, 기존, 아니며, 환경, 축구, 좋아합니다, 귀납적"
9394,나는 이해하기 쉽도록 공부한 내용을 머릿속으로 정리해 본다.,자기조절학습검사,"코딩, 많은, 신체언어, 지식, 반응할, 자원활용, 동작, 말로, 음악, 없으나"
9395,나는 매사에 의욕이 없다.,자기조절학습검사,"위해, 움직여, 세세한, 추상적, 지식, 안정적, 없고, 통해, 삼단논법, 분류"
9396,"나는 한 발로 서기, 평균대 서기와 같은 것을 할 때 균형을 잘 잡는다.",다중지능검사,"기분, 학습하기, 비판적이거나, 식물, 해석, 배낭여행, 연극, 동물, 이해하기, 않는"
9397,불쾌했던 경험이 떠올라 공부에 집중하기 어려울 때가 많다.,자기조절학습검사,"얼굴표정, 받으며, 귀납적, 반응하는, 미술, 계획적, 사고, 말하기, 받으면, 때문"
9398,다소 어렵더라도 호기심이 생기는 수업이나 과제가 좋다.,자기조절학습검사,"야외자연활동, 운동, 등산, 사고, 바둑, 활용하기, 스터디, 않는, 듣지만, 그래프"
